38.948,38.631,39.025,39.025,39.024,38.713,38.981,17.29,3.4774,3.5598,3.5753,4.6227,2.8641,2.7888,3.6166,2.7222,2.3104,3.4783
31.978,18.708,31.98,32.024,31.987,27.365,31.672,10.491,29.447,21.493,2.0801,3.2565,4.4561,18.929,22.308,13.817,3.4077,3.8413
20.047,20.037,20.048,20.048,20.047,19.985,20.045,16.5,2.7025,2.6566,1.7805,3.5827,1.758,8.2964,16.333,4.6847,2.7296,3.0552
24.026,17.386,24.035,24.039,23.996,23.422,23.998,9.7673,4.5896,21.833,3.4497,5.3435,2.2415,8.7379,18.065,10.657,5.2638,2.1562
20.042,20.045,20.048,20.048,20.039,3.941,19.922,4.8095,4.8641,3.3096,2.7745,2.2925,3.4317,4.8849,8.1312,2.3007,3.5968,1.785
39.853,39.946,39.935,40.009,39.952,13.517,35.834,6.4679,14.847,5.2377,4.7664,2.1117,8.0509,23.935,36.132,34.474,4.4718,2.8096
22.042,22.043,22.043,22.043,22.043,21.602,22.038,18.892,2.8304,7.343,1.6215,1.7832,9.6509,16.602,17.797,12.088,11.013,3.6044
40.922,40.897,40.957,41.009,40.979,7.1004,39.16,12.524,11.827,6.8969,2.1412,2.5308,2.7808,20.627,27.997,16.924,3.5738,3.1928
29.033,29.033,29.033,29.033,29.033,26.367,29.031,25.173,1.9068,20.873,2.201,3.2036,5.7295,23.368,15.254,21.372,4.8898,3.4421
37.012,37.02,36.969,36.996,36.887,28.539,34.649,13.091,10.56,5.3141,2.3424,3.3164,3.3052,23.679,34.699,22.092,3.0296,4.5152
42.022,42.022,42.023,42.023,42.022,33.768,42.017,38.844,4.3261,16.226,2.8622,3.3342,3.7103,16.117,34.945,34.224,5.705,2.2231
45.986,43.422,45.865,45.973,45.94,43.972,45.585,15.65,13.312,7.3871,3.7352,3.0004,3.3908,28.86,39.105,17.874,3.9961,2.188
28.024,28.016,27.902,28,28.013,24.873,27.164,21.709,27.026,7.9627,3.2823,3.7001,1.8181,2.0131,4.6454,2.4814,2.2017,3.2937
42.022,42.023,42.022,42.018,42.022,40.95,42.019,32.792,2.1711,23.145,9.0297,2.7206,8.7722,40.335,28.96,32.932,3.3832,3.4304
39.019,39.024,38.925,38.985,38.865,37.668,26.541,6.9891,2.1676,4.8734,1.9475,3.4884,4.1245,4.8458,12.092,4.3945,6.6348,2.4991
33.013,32.979,32.881,32.959,32.934,28.028,30.244,8.7502,5.3046,6.5312,2.6474,2.3942,2.8897,3.0303,6.0243,2.2233,6.5683,2.6782
19.05,19.05,19.05,19.048,19.048,18.901,19.024,1.696,4.6738,6.6166,2.3194,3.1221,2.3085,14.684,19.185,19.619,1.9142,2.3277
