0.83137,0.50207,8.8051,11.676,14.104,1.6646,3.3249,87.332,118.73,49.191,141.19,93.331,37.528,24.114,23.253,21.58,47.378,57.155
1.3487,0.85071,8.4761,12.088,13.919,1.9818,4.3073,188.23,135.62,149.57,128.11,72.147,32.836,20.105,20.084,22.707,34.304,68.618
1.6583,0.58748,8.9961,10.877,13.739,1.2953,3.0709,148.82,267.05,130.8,119,89.835,36.711,30.39,20.7,20.192,30.88,44.012
2.0595,1.3621,7.0041,10.607,11.978,0.92552,4.4314,201.3,98.987,197.31,94.313,59.572,26.094,16.869,16.085,16.683,19.564,34.787
2.9332,2.0434,7.2028,9.872,12.146,0.49866,3.5822,79.508,179.75,82.038,110.9,69.705,31.903,23.096,23.414,19.996,28.509,50.361
4.7059,2.3823,8.0324,11.718,13.94,2.1478,5.1323,235.56,118.58,141.27,99.038,80.6,28.875,19.054,19.705,18.724,25.597,29.984
6.1528,3.9542,9.0093,11.983,15.945,1.0252,4.4547,83.042,139.99,100.6,130.96,100.73,40.091,43.21,24.805,30.56,31.707,72.687
5.797,3.3676,7.7477,10.659,13.839,2.215,4.3639,249.88,133.23,192.8,107.48,76.132,29.231,19.359,20.319,19.484,28.627,36.109
6.8204,4.6288,8.4864,10.551,15.357,1.3833,3.4579,122.58,156.41,130.68,172.81,111.08,42.878,35.262,42.747,30.438,56.996,126.83
7.1567,4.2965,6.9597,9.3428,13.36,2.4099,4.2711,239.74,97.373,265.95,97.37,89.056,30.343,19.265,18.266,19.112,26.077,37.049
6.9759,5.3037,6.9828,8.4081,13.587,0.78216,3.2233,170.07,238.08,117.55,105.19,87.171,35.172,22.723,23.539,22.387,37.097,57.827
9.9935,6.8985,6.9812,8.4796,15.795,1.6284,3.8798,115.98,143.58,154.74,133.69,103.2,42.484,23.618,28.672,31.758,37.321,105.75
10.454,6.4348,5.6033,6.9509,14.063,2.3286,4.804,278.77,197.56,167.37,102.41,73.136,30.164,21.18,19.844,19.696,30.417,36.744
10.645,7.3456,5.0038,5.9044,14.322,1.7136,4.1031,116.95,188.6,138.75,137.69,100.1,45.322,35.904,22.31,33.786,43.185,93.882
12.801,8.3204,5.7263,5.8591,16.301,3.1062,4.7098,297.15,224.05,177.18,151.62,107.2,44.57,42.898,30.71,38.703,43.649,125.75
13.235,8.3737,5.2602,5.4863,16.153,2.9797,5.2604,275.4,259.52,210.75,145.91,104.4,37.976,28.137,25.014,28.081,35.78,86.382
11.557,8.2484,4.0272,3.2442,14.302,2.8595,3.6715,263.23,261.38,205.04,133.67,91.683,36.579,21.68,21.014,28.468,31.877,81.662
11.747,9.0198,2.3745,1.5261,14.464,2.5004,3.2854,133.86,165.23,145.66,128.39,95.342,37.414,20.596,19.946,24.982,30.844,116.14
14.075,9.1883,2.4006,0.57227,15.571,3.3881,5.4989,232.06,130.34,152.2,113.38,93.626,35.28,24.492,22.419,22.027,26.729,45.79
12.106,8.3983,1.0979,1.0801,13.774,2.6752,4.4475,201.1,175.03,159.1,126.07,77.228,38.59,29.09,21.863,25.064,26.471,65.722
10.706,7.746,0.46362,0.98715,12.647,1.7904,3.4479,37.769,51.82,91.917,60.063,78.529,25.986,17.151,16.202,16.928,26.865,23.275
11.653,8.6918,0.6142,1.6536,13.851,2.6202,3.6724,146.15,140.76,122.08,141.56,84.637,39.386,31.649,23.567,34.955,39.666,85.04
12.803,8.1136,0.90529,3.3458,13.819,2.8904,6.1537,86.059,92.114,105.27,114.8,67.594,35.106,21.302,20.024,22.864,29.192,53.06
11.571,9.4135,1.3334,3.1725,14.774,1.9567,3.3138,205.13,241.22,198.12,142.01,96.482,42.85,28.422,22.851,28.475,39.893,92.726
12.984,9.9716,3.1298,6.5114,16.849,3.0942,4.876,210.59,135.4,163.26,142.6,79.422,37.136,31.124,23.652,28.498,36.472,69.52
8.8431,6.7662,2.4719,4.8394,11.617,1.9807,3.3412,155.27,116.28,144.47,71.323,67.613,25.498,16.302,16.144,16.238,21.966,24.311
9.175,7.5047,3.4642,6.6177,13.103,2.9132,3.7495,296.96,231.76,208.44,137.49,68.914,36.934,39.567,23.884,27.622,33.175,71.426
0.30978,1.0677,8.7003,14.281,15.091,1.5558,6.7415,85.969,96.926,90.07,183.67,112.72,52.552,26.236,72.749,26.798,28.161,60.299
0.6769,2.3852,9.0452,15.45,15.824,3.7687,7.4778,244.55,147.3,252.69,181.11,94.273,43.256,28.539,47.353,28.11,42.831,91.98
1.3391,2.4183,10.489,14.122,16.972,2.0832,4.6452,151.04,293.16,214.93,210.06,130.49,55.5,59.72,39.079,42.596,50.176,135.83
0.45025,1.7696,7.4355,13.067,13.065,2.5974,6.7338,222.41,144.82,189.68,138.53,99.526,41.392,24.983,19.524,20.644,25.684,34.568
0.61746,1.9453,11.296,17.018,18.792,3.1172,7.1415,307.92,254.89,244.28,233.01,135.21,60.743,43.486,29.901,31.277,40.195,99.891
0.59703,1.8704,9.6552,15.378,16.389,3.4244,6.8402,309.2,175.79,246.69,233.45,129.02,53.914,42.829,63.853,37.076,36.885,130.86
1.1739,2.5895,10.062,17.475,17.74,3.8095,8.7304,279.25,156.01,242.58,224.07,113.1,50.578,38.831,53.054,37.702,35.711,109.52
0.99635,2.3128,11.776,18.472,19.88,2.8569,8.5763,315.35,296.18,261.4,198.71,122.18,57.234,44.873,48.878,34.41,40.109,102.54
0.47001,1.5691,9.6518,16.141,16.662,2.7776,7.9226,319.33,200.33,278.25,176.02,114.48,51.947,28.939,26.587,26.049,29.567,94.21
0.68964,1.6326,8.5876,14.579,14.887,3.054,7.2249,304.19,182.41,208.75,159.37,77.463,36.448,27.204,43.797,24.55,26.616,69.175
1.2239,2.1571,8.7856,15.567,15.606,2.9561,8.1013,273.3,171.05,288.87,209.33,112.28,52.489,29.652,28.25,28.296,36.159,124.74
1.6415,2.9907,12.506,15.679,19.648,2.7695,4.2305,314.34,456.04,263.55,226.45,119.14,56.426,91.153,32.952,51.61,61.012,145.37
0.70586,1.6273,12.167,18.386,20.153,2.9281,8.1574,335.87,375.63,250.6,220.76,141.83,61.786,40.834,30.385,36.483,42.604,106.43
1.0458,1.4192,8.9923,15.547,15.676,2.8172,8.0059,347.46,225.64,228.98,172.41,114.86,51.741,41.466,54.629,38.898,38.098,121.42
0.84064,1.7962,8.9978,16.025,15.823,3.2967,8.478,305.11,144.68,248.55,197.96,102.11,47.424,37.712,47.601,33.404,38.333,103.15
1.3168,2.331,11.12,15.552,18.035,2.0482,6.274,283.74,329.93,222.54,219.32,113.17,50.227,78.671,33.731,39.065,69.678,170
1.5587,1.4287,11.329,17.9,18.911,3.8611,8.5713,290.1,285.43,213.98,198.14,119.5,62.069,54.922,43.373,48.589,43.062,123.66
1.2235,1.4576,10.051,17.825,17.579,3.3024,9.5361,344.44,236.44,331.59,268.61,130.35,69.078,51.74,63.789,38.148,39.974,102.71
0.68559,2.1631,9.6679,15.867,16.602,3.5287,7.4433,247.27,207.38,199.18,166.81,97.947,47.68,33.679,26.387,31.728,35.735,86.682
0.79671,1.661,9.5062,14.71,16.012,1.9372,6.6151,244.78,234.25,198.74,162,101.6,42.94,36.347,25.589,27.624,33.528,86.962
0.86076,1.9591,10.955,17.677,18.66,3.0265,8.4214,307.96,389.4,318.64,207.72,137.71,59.315,54.531,30.029,34.202,41.415,115.25
1.485,1.856,11.115,17.49,18.679,3.7719,7.8049,433.81,248.13,329.95,244.17,142.17,64.238,43.039,34.442,46.09,45.365,140.48
0.61987,1.9415,8.0741,14.364,14.206,3.3218,7.5039,322.35,143.61,234.11,198.09,90.708,42.958,34.868,26.441,28.012,34.733,114.79
0.81607,1.4039,8.098,12.525,13.678,1.3764,5.6342,174.71,203.19,129.45,199.83,98.347,43.07,92.452,45.838,35.584,47.664,150.2
0.52076,1.6677,9.566,15.866,16.382,2.8017,7.9054,327.04,333.92,327.15,150.18,106.32,47.071,33.785,34.712,27.244,33.842,69.787
0.54061,0.68802,7.7337,14.564,13.939,1.5959,8.3542,159.34,164.64,156.38,182.5,72.65,41.329,40.272,36.721,31.437,28.875,69.939
1.0477,1.7016,10.348,18.087,17.934,3.3217,9.7214,358.68,308.95,312.61,247.7,131.76,60.555,70.279,59.712,39.286,47.601,151.36
0.55556,2.1264,10.618,16.799,17.864,3.2825,7.8493,353.05,330.58,255.85,185.72,121.45,54.939,69.501,33.511,41.128,44.53,137.72
1.0551,1.5739,8.506,14.569,14.77,2.7782,7.4484,304.95,200.75,245.98,123.41,89.909,41.096,25.777,21.688,24.108,26.57,48.756
1.5647,1.2421,9.922,16.43,17.033,2.8392,8.0573,308.85,331.38,221.86,177.87,129.84,56.941,48.293,27.396,28.113,38.864,132.17
