160.49,156.3,-84.005,5.7931,61.139,-7.26,-7.0739,10.799,7.5536,-14.091,-4.8527,-11.761,5.0337,-4.9672,-2.1548,3.6211,-0.8476,-1.1076
285.51,132.49,-36.806,56.646,48.956,3.243,-16.022,8.2245,1.8535,-4.4985,-0.57713,-8.3517,7.0449,-3.8713,-2.2179,2.9562,-0.80545,-0.82683
290.51,225.13,13.195,-34.498,44.689,-21.714,-4.754,2.4492,8.4596,-7.8662,5.4732,-6.9787,3.6293,-4.7412,-2.1454,3.1545,-0.067787,-0.91545
293.03,83.439,7.551,96.417,47.568,-19.011,-12.758,6.2258,-0.012208,-1.6633,3.3691,-4.4923,8.1577,-2.2269,-2.7172,1.7862,-0.22574,-0.36037
181.8,183.21,-18.988,-13.557,34.085,-9.1656,-11.683,1.126,4.9843,-5.2833,1.137,-5.5902,5.8845,-4.2444,-1.9791,2.0795,0.41024,-0.1528
311.46,76.72,-31.127,41.251,57.683,-23.274,-0.63995,9.9029,-2.8462,-8.0596,1.6086,-4.9616,9.6419,-4.4129,-1.8805,3.0731,0.51552,-0.62674
184.44,186.34,-56.145,35.084,43.713,-12.126,3.3685,6.5171,8.2067,-7.1417,16.545,0.8494,9.7059,-6.2375,-2.3666,3.0471,1.1968,-0.024045
347.91,94.294,-7.8487,71.933,56.826,-22.859,-9.662,9.8739,-0.01215,-7.8143,-0.18796,-3.2932,8.7169,-4.3534,-2.0062,2.8614,0.89847,-0.35573
244.26,223.31,-90.14,65.117,40.459,16.11,-8.3058,6.1585,0.96154,-20.928,-1.7829,-3.8215,5.6556,-5.9147,-2.3505,2.9085,1.2896,0.075807
352.33,90.445,20.672,147.95,56.999,-35.762,4.0267,13.263,-2.5414,-8.9083,2.0997,1.2827,9.1191,-3.2066,-2.0521,2.5667,1.0954,-0.1317
294,192.97,-7.5706,-28.832,32.412,-10.388,2.9967,7.209,4.0606,-10.624,-4.3057,-2.2514,5.2656,-6.2432,-2.0938,1.6695,1.4326,0.48202
235.76,196.21,-46.853,77.834,33.241,6.1976,6.9008,9.7114,-5.2675,-5.95,-1.0316,3.6365,9.1554,-6.8073,-2.3708,2.46,1.4179,0.37223
