309,274.17,129.3,-88.348,11.636,-12.904,-21.52,14.347,15.122,-29.662,-15.301,-11.295,5.103,-4.9786,-2.166,3.5759,-0.84741,-1.1244
427.18,182.39,122.83,-34.719,-52.247,6.6756,-40.676,15.926,-0.3065,-10.682,-4.6345,-7.9983,7.0478,-3.8212,-2.2054,2.864,-0.82369,-0.80515
455.72,174.63,239.97,-36.458,75.003,23.524,-28.839,0.018716,21.257,-14.298,10.612,-7.3017,3.3208,-4.2861,-2.1006,3.1279,0.0025441,-0.93101
378.37,84.185,94.539,-40.488,-70.249,74.797,-49.174,12.487,-4.4248,-4.7564,2.8852,-4.9533,8.4263,-2.306,-2.7094,1.7848,-0.27317,-0.3584
304.68,211.86,150.26,-28.369,39.244,0.24317,-20.397,1.3706,4.776,-14.791,1.4428,-5.4225,6.0342,-4.1631,-2.0018,2.1036,0.42691,-0.15215
402.59,99.105,89.813,-91.026,-27.175,51.027,-16.306,18.612,-9.9484,-16.349,0.72744,-4.9839,9.929,-4.4152,-1.9792,3.0685,0.49511,-0.64363
337.06,274.1,128.87,-28.74,-13.764,33.863,-8.445,10.989,18.003,-11.205,34.579,-0.40571,10.374,-6.0043,-2.5399,3.0519,1.0802,0.024734
460.63,91.892,125.12,-63.055,-34.021,54.415,-44.537,17.597,-1.0027,-13.1,-5.8066,-3.583,8.5855,-4.3732,-2.0006,2.8204,0.89424,-0.37162
440.51,375.37,127.05,2.3523,-43.657,-13.331,-19.121,1.3752,4.0029,-41.25,-7.4107,-3.5488,5.952,-6.0116,-2.3916,2.9315,1.1697,0.07841
445.56,98.464,118.15,-49.224,-85.913,133.68,-35.983,28.226,-6.7114,-18.486,2.3338,0.7937,9.1888,-3.3078,-2.0386,2.6056,1.1055,-0.14467
416.42,175.23,160.28,-18.425,43.239,-1.3888,-1.9443,14.11,6.4859,-23.447,-10.401,-1.6733,5.7067,-6.061,-2.1971,1.775,1.3926,0.50278
414.9,296.74,138.44,17.258,-38.555,28.445,12.549,18.57,-17.544,-16.844,0.76458,4.0815,8.9688,-6.848,-2.3359,2.3693,1.3945,0.36281
500.22,75.583,150.21,-55.648,20.719,20.209,-23.479,17.863,2.3791,-19.507,-6.0144,2.779,7.4988,-5.4439,-1.3375,2.1216,1.2577,0.056222
421.87,295.84,170.3,-3.7768,-5.2001,9.0623,-2.6746,24.319,15.517,-12.097,11.737,7.0281,5.6022,-5.5145,-1.3089,1.6164,1.0254,0.40439
